time,value
2019-07-23 21:00,21.0
2019-07-23 22:00,21.0
2019-07-23 23:00,28.6
2019-07-24 00:00,26.7
2019-07-24 01:00,28.6
2019-07-24 02:00,19.1
2019-07-24 03:00,12.1
2019-07-24 04:00,9.4
2019-07-24 05:00,11.4
2019-07-24 06:00,13.8
2019-07-24 07:00,3.8
2019-07-24 08:00,7.6
2019-07-24 09:00,9.5
2019-07-24 10:00,35.9
2019-07-24 11:00,30.1
2019-07-24 12:00,3.8
2019-07-24 13:00,2.4
2019-07-24 14:00,5.7
2019-07-24 15:00,29.7
2019-07-24 16:00,33.4
2019-07-24 17:00,9.5
2019-07-24 18:00,11.5
2019-07-24 19:00,13.4
2019-07-24 20:00,17.6
2019-07-24 21:00,28.6
2019-07-24 22:00,21.0
2019-07-24 23:00,24.8
2019-07-25 00:00,28.6
2019-07-25 01:00,22.9
2019-07-25 02:00,17.2
2019-07-25 03:00,7.3
2019-07-25 04:00,11.7
2019-07-25 05:00,17.1
2019-07-25 06:00,13.8
2019-07-25 07:00,3.8
2019-07-25 08:00,1.9
2019-07-25 09:00,1.9
2019-07-25 10:00,19.6
2019-07-25 11:00,9.3
2019-07-25 12:00,15.3
2019-07-25 13:00,15.3
2019-07-25 14:00,3.8
2019-07-25 15:00,5.9
2019-07-25 16:00,11.5
2019-07-25 17:00,14.8
2019-07-25 18:00,15.3
2019-07-25 19:00,15.3
2019-07-25 20:00,21.0
2019-07-25 21:00,21.0
2019-07-25 22:00,11.5
2019-07-25 23:00,15.3
2019-07-26 00:00,15.3
2019-07-26 01:00,15.3
2019-07-26 02:00,7.6
2019-07-26 03:00,5.7
2019-07-26 04:00,3.8
2019-07-26 05:00,1.9
2019-07-26 06:00,5.7
2019-07-26 07:00,7.6
2019-07-26 08:00,26.7
2019-07-26 09:00,19.1
2019-07-26 10:00,30.6
2019-07-26 11:00,7.6
2019-07-26 12:00,11.5
2019-07-26 13:00,11.5
2019-07-26 14:00,3.8
2019-07-26 15:00,7.6
2019-07-26 16:00,5.7
2019-07-26 17:00,42.0
2019-07-26 18:00,38.2
2019-07-26 19:00,7.6
2019-07-26 20:00,38.2
2019-07-26 21:00,5.7
2019-07-26 22:00,5.7
2019-07-26 23:00,3.8
2019-07-27 00:00,5.7
2019-07-27 01:00,1.9
2019-07-27 02:00,1.9
2019-07-27 03:00,1.9
2019-07-27 04:00,7.6
2019-07-27 05:00,5.7
2019-07-27 06:00,7.6
2019-07-27 07:00,5.7
2019-07-27 08:00,7.6
2019-07-27 09:00,3.8
2019-07-27 10:00,1.9
2019-07-27 11:00,4.2
2019-07-27 12:00,3.8
2019-07-27 13:00,3.8
2019-07-27 14:00,1.9
2019-07-27 15:00,5.3
2019-07-27 16:00,7.6
2019-07-27 17:00,1.9
2019-07-27 18:00,7.6
2019-07-27 19:00,5.7
2019-07-27 20:00,11.5
2019-07-27 21:00,17.2
2019-07-27 22:00,11.5
2019-07-27 23:00,10.9
2019-07-28 00:00,1.9
2019-07-28 01:00,1.9
2019-07-28 02:00,5.7
2019-07-28 03:00,3.8
2019-07-28 04:00,1.9
2019-07-28 05:00,4.2
2019-07-28 06:00,5.7
2019-07-28 07:00,3.8
2019-07-28 08:00,1.9
2019-07-28 09:00,5.7
2019-07-28 10:00,3.8
2019-07-28 11:00,3.8
2019-07-28 12:00,1.9
2019-07-28 13:00,1.9
2019-07-28 15:00,3.8
2019-07-28 16:00,5.7
2019-07-28 17:00,15.3
2019-07-28 18:00,76.4
2019-07-28 19:00,9.5
2019-07-28 20:00,7.6
2019-07-28 21:00,13.4
2019-07-28 22:00,11.5
2019-07-28 23:00,3.8
2019-07-29 00:00,3.8
2019-07-29 01:00,3.8
2019-07-29 02:00,1.9
2019-07-29 03:00,1.9
2019-07-29 04:00,1.9
2019-07-29 05:00,3.8
2019-07-29 06:00,5.7
